"Category","Name","Brand","Price_Current","Price_MRP","Price_Show","Discount","Rating","Reviews","Units_Sold","Seller","Seller_ID","Location","In_Stock","SKU_ID","Product_ID","Product_URL","Image_URL","Scraped_At","Discount_Pct"
"Mens Fashion","Hot Collection Stylish and Fashionable Low Top Winter and Summer Exclusive Converse Sneakers for Men - Comfortable and Suitable for All Seasons","No Brand",462,2112,"৳ 462","78% Off",3.35559265442404,599,"2.4K sold","Best-Collection-BD","700504920095","Dhaka",TRUE,"1327289189","298867343","https://www.daraz.com.bd/products/-i298867343.html","https://static-01.daraz.com.bd/p/4c10044ebb532c2d2ba6780695be5336.jpg","2026-05-06 20:21:12",78
"Mens Fashion","Lofarlace/Shoelece/Shoe lace/Bootlace/Jutar fita","No Brand",56,210,"৳ 56","73% Off",4.57358490566038,265,"2.6K sold","Brothers Garments","1031923","Dhaka",TRUE,"1675948424","327795454","https://www.daraz.com.bd/products/lofarlaceshoeleceshoe-lacebootlacejutar-fita-i327795454.html","https://static-01.daraz.com.bd/p/14fa3f1fcc1fe6e453b7d37857169d28.jpg","2026-05-06 20:21:12",73
"Mens Fashion","Printed Comfort Style with Half Sleeve Round Collar T-Shirt For Men - Comfort for Everyday Wear","No Brand",90.68,199,"৳ 91","54% Off",2.71428571428571,21,"101 sold","Lipi Cloth Mart","700867296653","Dhaka",TRUE,"2544019373","528896795","https://www.daraz.com.bd/products/-i528896795.html","https://static-01.daraz.com.bd/p/a86fd0be1ef103f774e6860434427afb.jpg","2026-05-06 20:21:12",54
"Mens Fashion","2 Pcs Stays Holders Elastic Shirt Garter Non-Slip Locking Clamps Uniform - Keep Shirt In Place Stays Holders Elastic Garters","No Brand",220,600,"৳ 220","63% Off",4.49919093851133,1236,"7.7K sold","RS Belt Gallery","1024876","Dhaka",TRUE,"1048712863","128906391","https://www.daraz.com.bd/products/2-pcs-stays-holders-elastic-shirt-garter-non-slip-locking-clamps-uniform-keep-shirt-in-place-stays-holders-elastic-garters-i128906391.html","https://static-01.daraz.com.bd/p/822076ce5252a908d7452cd67a5580c0.jpg","2026-05-06 20:21:12",63
"Mens Fashion","2 pieces men Elestie Garter Belt Sock Shirt holder","No Brand",194,1250,"৳ 194","84% Off",4.49526813880126,317,"1.8K sold","ALIF LEATHER CORNER","2534","Dhaka",TRUE,"1270225610","232100873","https://www.daraz.com.bd/products/2-i232100873.html","https://static-01.daraz.com.bd/p/3641584e9b3ddfe169f9bcdbc2d5a285.jpg","2026-05-06 20:21:12",84
"Mens Fashion","Unisex Orthotic Arch Support Sport Insole Shoe Pad - Foot Comfort","No Brand",177,250,"৳ 177","29% Off",4.38780260707635,2148,"10.9K sold","Express Brindabon","700510155067","Dhaka",TRUE,"2532243942","254170172","https://www.daraz.com.bd/products/unisex-orthotic-arch-support-sport-insole-shoe-pad-foot-comfort-i254170172.html","https://static-01.daraz.com.bd/p/4d6c70e1568e6e9661161d6fc656c2fb.jpg","2026-05-06 20:21:12",29
"Mens Fashion","Official Shoe lace 1 Pair/ Round Shoe Lace for Boots and Office Shoes/ Formal Shoe lace","No Brand",72,250,"৳ 72","71% Off",4.74074074074074,27,"277 sold","WISHING STAR","700678032198","Dhaka",TRUE,"2503899305","520313016","https://www.daraz.com.bd/products/1-i520313016.html","https://static-01.daraz.com.bd/p/e172e66a9b1c14fe99fb3bae41127a06.jpg","2026-05-06 20:21:12",71
"Mens Fashion","Black And White Ny Cotton Casual Cap For Men - Cap For Men - Cap","No Brand",114,499,"৳ 114","77% Off",4.75067024128686,1406,"7.0K sold","A-MAN's -  Choice.Selection","700693664483","Dhaka",TRUE,"1839331641","368394195","https://www.daraz.com.bd/products/black-and-white-ny-cotton-casual-cap-for-men-cap-for-men-cap-i368394195.html","https://bd-live-21.slatic.net/kf/S927fec809ae2499496610af26df98db1S.jpg","2026-05-06 20:21:12",77
"Mens Fashion","Unisex Orthopedic Sports Insoles – Shock Absorbing, Breathable & Supportive Running Shoe Inserts (Orange)","No Brand",167,400,"৳ 167","58% Off",4.69772481040087,923,"6.6K sold","Daily Deals - Choice. .Selection","700690352765","Dhaka",TRUE,"2546799819","530122159","https://www.daraz.com.bd/products/unisex-orthopedic-sports-insoles-shock-absorbing-breathable-supportive-running-shoe-inserts-orange-i530122159.html","https://bd-live-21.slatic.net/kf/Se81d3827e8a94beca4d1ff3f097d89f4J.jpg","2026-05-06 20:21:12",58
"Mens Fashion","Height Increase Orthopedic Insoles – Arch Support Heel Lift Shoe Pads for Men & Women, Ideal for Sneakers & Flat Feet","No Brand",99,315,"৳ 99","69% Off",4.5635593220339,236,"2.2K sold","Daily Deals - Choice. .Selection","700690352765","Dhaka",TRUE,"2546730089","529964023","https://www.daraz.com.bd/products/height-increase-orthopedic-insoles-arch-support-heel-lift-shoe-pads-for-men-women-ideal-for-sneakers-flat-feet-i529964023.html","https://bd-live-21.slatic.net/kf/S87b720d04af14f52a159b91b24c34a54o.jpg","2026-05-06 20:21:12",69
"Mens Fashion","White Shoe Cleaning Cream All Season Multifunctional Cleaner Household Canvas Sports Shoes Cleaning Tool  With Wipe Sponge","No Brand",194,950,"৳ 194","80% Off",4.24358974358974,78,"524 sold","SomoyerHat Express","700508535384","Dhaka",TRUE,"2578821114","547720487","https://www.daraz.com.bd/products/-i547720487.html","https://static-01.daraz.com.bd/p/36d2fff81182a3305b56aa829b7c93d6.jpg","2026-05-06 20:21:12",80
"Mens Fashion","two piecs men elastic great belt Sock shirt stay holder","No Brand",199,850,"৳ 199","77% Off",4.35685483870968,496,"2.8K sold","A.K leather","700508433270","Dhaka",TRUE,"1243044022","271293874","https://www.daraz.com.bd/products/-i271293874.html","https://static-01.daraz.com.bd/p/e81de6931c5997cc9a505b303fefdb31.jpg","2026-05-06 20:21:12",77
"Mens Fashion","Premium Quality Solid Cotton half Sleeve T Shirt For Men - T Shirt","No Brand",81,350,"৳ 81","77% Off",3.95833333333333,120,"931 sold","New Mart Fashion","700690336517","Dhaka",TRUE,"1829365089","367008699","https://www.daraz.com.bd/products/-i367008699.html","https://static-01.daraz.com.bd/p/838c9f27005a875418575e2d7c231abf.png","2026-05-06 20:21:12",77
"Mens Fashion","Readymade Zipper Multicolor Formal Tie for Men – Easy Wear Neck Tie (47 x 7 cm, 1 Pc)","No Brand",263,365,"৳ 263","28% Off",4.56493506493506,308,"1.7K sold","Glamourous Stuffs (CTG)","700507734060","Chattogram",TRUE,"2326415720","268041068","https://www.daraz.com.bd/products/477cm-1-i268041068.html","https://static-01.daraz.com.bd/p/d2159efe86f0d42af49aa442f9755a9a.jpg","2026-05-06 20:21:12",28
"Mens Fashion","Multicolor Formal Neck Tie for Men – 8cm Classic Design with Box (1 Ps)","No Brand",303,425,"৳ 303","29% Off",4.67741935483871,403,"1.7K sold","Glamourous Stuffs (CTG)","700507734060","Chattogram",TRUE,"1151421455","171456940","https://www.daraz.com.bd/products/-i171456940.html","https://static-01.daraz.com.bd/p/3d85565a7427e9f59c26eaeb31535ad6.jpg","2026-05-06 20:21:12",29
"Mens Fashion","Men's White Color Alphabet ""R"" T-Shirt – Half Sleeve, Round Neck, Stylish & Comfortable Casual Wear","No Brand",90,270,"৳ 90","67% Off",4.72103004291846,233,"1.1K sold","En Shop  - Choice..Selection","700690144803","Dhaka",TRUE,"2552920993","537161439","https://www.daraz.com.bd/products/mens-white-color-alphabet-r-t-shirt-half-sleeve-round-neck-stylish-comfortable-casual-wear-i537161439.html","https://bd-live-21.slatic.net/kf/Sdcbd28e6d57c4ff889dee19603e1fea2K.jpg","2026-05-06 20:21:12",67
"Mens Fashion","Casual Graphic Print Round Neck Short Sleeve T-Shirt for Men - Comfortable Daily Wear","No Brand",76,199,"৳ 76","62% Off",4.64102564102564,39,"297 sold","Peter Bazar Dot Com","700723488169","Dhaka",TRUE,"2024132106","409301718","https://www.daraz.com.bd/products/-i409301718.html","https://static-01.daraz.com.bd/p/cde7d3f52e80d08105f2053dd55ad0ed.jpg","2026-05-06 20:21:12",62
"Mens Fashion","1 Pair 70cm\80cm\90cm\120cm\150cm Round  Shoelaces For Shoes & Boots/Export Quality Office Shoe Laces","No Brand",82,220,"৳ 82","63% Off",4.62334801762115,454,"2.7K sold","EXPORT ESSENCE","700508628357","Dhaka",TRUE,"1244232785","257437896","https://www.daraz.com.bd/products/1-70cm-80cm-90cm-120cm-150cm-i257437896.html","https://static-01.daraz.com.bd/p/f738262ed4241bfe7b0cb2a43dcaac08.jpg","2026-05-06 20:21:12",63
"Mens Fashion","Silk  formal Glossy Tie  for Mens","No Brand",119,250,"৳ 119","52% Off",4.66194968553459,636,"3.6K sold","Shop Rainbow","700505076035","Dhaka",TRUE,"1130196231","184906411","https://www.daraz.com.bd/products/-i184906411.html","https://static-01.daraz.com.bd/p/fd48cc542f620a6909766de24912f01c.jpg","2026-05-06 20:21:12",52
"Mens Fashion","Pack of 3 pair premium Quality Assorted ""DRI - FIT""   Socks _New Quality","No Brand",67,300,"৳ 67","78% Off",4.31612903225806,155,"1.1K sold","Queen Gellary ","700541319738","Dhaka",TRUE,"1559392496","325147474","https://www.daraz.com.bd/products/pack-of-3-pair-premium-quality-assorted-dri-fit-socks-_new-quality-i325147474.html","https://static-01.daraz.com.bd/p/ea65e7097573e682437318e3e3431d3a.jpg","2026-05-06 20:21:12",78
"Mens Fashion","Black Shirt Holder For Men","No Brand",195,799,"৳ 195","76% Off",4.13483146067416,356,"2.2K sold","Super Shop Bangladesh","700506426258","Dhaka",TRUE,"1594063744","274653761","https://www.daraz.com.bd/products/-i274653761.html","https://static-01.daraz.com.bd/p/3f22c6102bb417c3fa5123fb04b64b0f.jpg","2026-05-06 20:21:12",76
"Mens Fashion","Elegant Geometric/Floral Polyester Pocket Square for Suit and Blazer, Formal Business Style - 23x23cm","No Brand",216,290,"৳ 216","26% Off",4.68634686346863,271,"1.8K sold","Glamourous Stuffs (CTG)","700507734060","Chattogram",TRUE,"1148787914","201639408","https://www.daraz.com.bd/products/-i201639408.html","https://static-01.daraz.com.bd/p/8fc29e70cd1e9f6d0de543d34b63752f.jpg","2026-05-06 20:21:12",26
"Mens Fashion","Solid White Colour Best Quality Casual T-shirt's for men","No Brand",91,199,"৳ 91","54% Off",4.57575757575758,99,"761 sold","Tabassum Fashion LTD","700646400200","Dhaka",TRUE,"2162879008","343697845","https://www.daraz.com.bd/products/-i343697845.html","https://static-01.daraz.com.bd/p/1bc9601d07e96d5e420f718a0e149f91.png","2026-05-06 20:21:12",54
"Mens Fashion","1 Pair Nylon Rubber Coated Hand Gloves for Man","No Brand",52,70,"৳ 52","26% Off",3.78461538461538,130,"2.2K sold","Ripon Hardware","700511208561","Mymensingh",TRUE,"1724389999","330573596","https://www.daraz.com.bd/products/1-i330573596.html","https://bd-live-21.slatic.net/kf/Sf68c7e17da444155a7b51a88baaeef39U.jpg","2026-05-06 20:21:12",26
"Mens Fashion","Black Denim Cap  for Men women best quality cap","No Brand",72,150,"৳ 72","52% Off",4.32973621103118,834,"5.6K sold","Whitefield BD","4000","Dhaka",TRUE,"1059294257","136984591","https://www.daraz.com.bd/products/-i136984591.html","https://static-01.daraz.com.bd/p/87b7c9ad075d76dcf0a816a34c43b1d3.jpg","2026-05-06 20:21:12",52
"Mens Fashion","2 Piece Resilient Holders Elastic Shirt Garter Non-Slip Locking Clamps Uniform - Elegant and Refined - Modern Vibe","No Brand",221,775,"৳ 221","71% Off",4.22727272727273,264,"1.7K sold","Fahim Belt Corner","3786","Dhaka",TRUE,"1048724534","128912643","https://www.daraz.com.bd/products/2-piece-resilient-holders-elastic-shirt-garter-non-slip-locking-clamps-uniform-elegant-and-refined-modern-vibe-i128912643.html","https://static-01.daraz.com.bd/p/9846df741ff53e21b80b11c664395a0a.jpg","2026-05-06 20:21:12",71
"Mens Fashion","Unisex  Arch Support Sport Shoe Pad Sport Running","No Brand",167,555,"৳ 167","70% Off",4.56410256410256,78,"513 sold","Chinese mall BD","700507527340","Dhaka",TRUE,"1634645922","254163781","https://www.daraz.com.bd/products/-i254163781.html","https://static-01.daraz.com.bd/p/f11fdcb7246aef6cc275437dc16228de.jpg","2026-05-06 20:21:12",70
"Mens Fashion","Jasper Retro Band Polarized Sunglass for Men","No Brand",112,906,"৳ 112","88% Off",4.55755395683453,558,"4.2K sold","SeeShades - Choice..Selection","700690048843","Dhaka",TRUE,"1839339268","368390197","https://www.daraz.com.bd/products/jasper-retro-band-polarized-sunglass-for-men-i368390197.html","https://bd-live-21.slatic.net/kf/S269c95ed049844e3a79391f40e6e59e4A.jpg","2026-05-06 20:21:12",88
"Mens Fashion","Nylon Rubber coated Hand Gloves for Industrial , Household, Bike Riding Hand Gloves 3 pair","No Brand",135,140,"৳ 135","4% Off",4.78095238095238,105,"1.2K sold","Daily Tools and Accessories","700509432092","Dhaka",TRUE,"12653741097","387331691","https://www.daraz.com.bd/products/3-i387331691.html","https://static-01.daraz.com.bd/p/73eaf7a9dec925fe9d161d124cb95ea5.jpg","2026-05-06 20:21:12",4
"Mens Fashion","Megi Hata T Shirt For Men - T Shirt","No Brand",130,173,"৳ 130","25% Off",4.56353591160221,181,"834 sold","Darely","700509939125","Dhaka",TRUE,"1374109145","221863001","https://www.daraz.com.bd/products/megi-hata-t-shirt-for-men-t-shirt-i221863001.html","https://static-01.daraz.com.bd/p/b94b71aec42cd0a8e481194a7a012a22.jpg","2026-05-06 20:21:12",25
"Mens Fashion","Black Shirt Adjustment Tool for Men","No Brand",200,699,"৳ 200","71% Off",4.47969782813975,1059,"5.6K sold","Hira Jory Mahol","2535","Dhaka",TRUE,"1020600621","105720102","https://www.daraz.com.bd/products/black-shirt-adjustment-tool-for-men-i105720102.html","https://static-01.daraz.com.bd/p/0fe56c4f62a9a2d475530ea379d6e7cb.jpg","2026-05-06 20:21:12",71
"Mens Fashion","Premium Ankle Socks For Men - Black","No Brand",55,120,"৳ 55","54% Off",4.38636363636364,44,"507 sold","Cyber Mart","700508541764","Dhaka",TRUE,"1146096271","198762076","https://www.daraz.com.bd/products/-i198762076.html","https://static-01.daraz.com.bd/p/6be6546648eb8a688801dda44cc89c65.jpg","2026-05-06 20:21:12",54
"Mens Fashion","1 Pair 70cm/80cm/90cm/110cm Coloured Round Waxed Shoelaces For Shoes & Boots/Export Quality Formal Shoe Laces","No Brand",73,350,"৳ 73","79% Off",4.80645161290323,31,"327 sold","Brothers Garments","1031923","Dhaka",TRUE,"1861866929","372299787","https://www.daraz.com.bd/products/1-pair-70cm80cm90cm110cm-coloured-round-waxed-shoelaces-for-shoes-bootsexport-quality-formal-shoe-laces-i372299787.html","https://static-01.daraz.com.bd/p/1cd2c983c5f017b3170da074c8249742.jpg","2026-05-06 20:21:12",79
"Mens Fashion","New Stylish Casual T-Shirt for men","No Brand",91,199,"৳ 91","54% Off",3.9375,16,"105 sold","Adventure Fashion BD","700644944531","Dhaka",TRUE,"1672449707","342650643","https://www.daraz.com.bd/products/-i342650643.html","https://static-01.daraz.com.bd/p/1728f2c8ffb9c8b39afc92609f0b38ac.jpg","2026-05-06 20:21:12",54
"Mens Fashion","Unisex Orthotic Arch Support Sport Insoles – Foot Comfort & Support for All-Day Wear","No Brand",162,400,"৳ 162","60% Off",4.71748878923767,223,"1.6K sold","Daily Deals - Choice. .Selection","700690352765","Dhaka",TRUE,"2546800919","529990774","https://www.daraz.com.bd/products/unisex-orthotic-arch-support-sport-insoles-foot-comfort-support-for-all-day-wear-i529990774.html","https://bd-live-21.slatic.net/kf/S04a7312902b04769b7d1105e7d3d914b4.jpg","2026-05-06 20:21:12",60
"Mens Fashion","Original BMW motorsports 12 rib auto open & close umbrella 100% waterproof","No Brand",579,820,"৳ 579","29% Off",4.80470588235294,425,"1.7K sold","Inshaf Gallery","700894832735","Chattogram",TRUE,"2551774435","534786933","https://www.daraz.com.bd/products/bmw-12-100-i534786933.html","https://bd-live-21.slatic.net/kf/Sa6baa31ca4884fa583528628b7220781S.jpg","2026-05-06 20:21:12",29
"Mens Fashion","Hand Sleeves Uv Outdoor Sports Sun Protection - White Color: Sun-Protective Arm Sleeves For Outdoor Activities","No Brand",63,150,"৳ 63","58% Off",4.3125,176,"1.1K sold","One Ninety Nine","700506138013","Dhaka",TRUE,"2532277400","139924448","https://www.daraz.com.bd/products/hand-sleeves-uv-outdoor-sports-sun-protection-white-color-sun-protective-arm-sleeves-for-outdoor-activities-i139924448.html","https://static-01.daraz.com.bd/p/2be299bc14a69e68d083446ef43edb17.jpg","2026-05-06 20:21:12",58
"Mens Fashion","Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt","No Brand",99,199,"৳ 99","50% Off",4.52,24,"137 sold","Fashion Ghor","700883472514","Dhaka",TRUE,"2549823649","532815634","https://www.daraz.com.bd/products/-i532815634.html","https://static-01.daraz.com.bd/p/f2843127b9c414a8780f07e9a51f6755.jpg","2026-05-06 20:21:12",50
"Mens Fashion","Men’s Luxury Paisley Pocket Square – Polyester Yarn Handkerchief for Suit & Blazer (25 x 25 cm, 1 Pc)","No Brand",272,375,"৳ 272","27% Off",4.77697841726619,139,"1.1K sold","Glamourous Stuffs (CTG)","700507734060","Chattogram",TRUE,"1179913005","201358106","https://www.daraz.com.bd/products/-i201358106.html","https://static-01.daraz.com.bd/p/7a4794800a7aa20580fc0ec983472a9d.jpg","2026-05-06 20:21:12",27
"Mens Fashion","Alphabets Unisex T-Shirts - Half Sleeve Round Neck - Trendy Men's T Shirt - Comfortable and Stylish","No Brand",90,129,"৳ 90","30% Off",4.61643835616438,146,"851 sold","Hasinur Fashion","700705296052","Dhaka",TRUE,"1923566075","385022548","https://www.daraz.com.bd/products/-i385022548.html","https://static-01.daraz.com.bd/p/3a034a94f42cbe3a763c52738d550cb9.jpg","2026-05-06 20:21:12",30
"Mens Fashion","Lofarlace/Shoelece/Shoe lace/Bootlace/Jutar fita-White","No Brand",59,210,"৳ 59","72% Off",4.77272727272727,22,"325 sold","Gadget Duniya","1027360","Dhaka",TRUE,"1817876741","365193893","https://www.daraz.com.bd/products/lofarlaceshoeleceshoe-lacebootlacejutar-fita-white-i365193893.html","https://static-01.daraz.com.bd/p/31f57ec4422fcc80de54a24666fba911.jpg","2026-05-06 20:21:14",72
"Mens Fashion","Cotton And Nylon Ankle Socks For Men  - Available in 3 Pairs and 5 Pairs Set","No Brand",83,200,"৳ 83","59% Off",4.35248447204969,644,"3.0K sold","Express Brindabon","700510155067","Dhaka",TRUE,"2290538634","230542436","https://www.daraz.com.bd/products/3-5-i230542436.html","https://static-01.daraz.com.bd/p/3826a8c4a83a1651077f11058b8b271e.jpg","2026-05-06 20:21:14",59
"Mens Fashion","1 Piece Centu Genji RN Vest For Men Undershirt Sando Genji-Rupa","No Brand",60,300,"৳ 60","80% Off",4.28861788617886,492,"3.9K sold","LIFE STYLE","700519101677","Dhaka",TRUE,"1222433208","261281921","https://www.daraz.com.bd/products/1-centu-genji-rn-sando-genji-rupa-i261281921.html","https://static-01.daraz.com.bd/p/0e87a7382fbb80f38667b79d09bd9169.jpg","2026-05-06 20:21:14",80
"Mens Fashion","05 Pair Loafer ankle Socks for Men multicolour","No Brand",118,300,"৳ 118","61% Off",4.43283582089552,67,"368 sold","Chinese mall BD","700507527340","Dhaka",TRUE,"1605562239","230533283","https://www.daraz.com.bd/products/05-i230533283.html","https://static-01.daraz.com.bd/p/17e97ad46a8a7ca767d9e287b931985b.jpg","2026-05-06 20:21:14",61
"Mens Fashion","Aqua.X Sunscreen Uv Security Cycling Hand Sleeve And Trend - Great To Have For Outdoor Activities - Protect Your Arms From Harmful Uv Rays","No Brand",59,150,"৳ 59","61% Off",4.28892215568862,668,"6.1K sold","One Ninety Nine","700506138013","Dhaka",TRUE,"1682766954","220246971","https://www.daraz.com.bd/products/aquax-sunscreen-uv-security-cycling-hand-sleeve-and-trend-great-to-have-for-outdoor-activities-protect-your-arms-from-harmful-uv-rays-i220246971.html","https://static-01.daraz.com.bd/p/06d71ba968ac103f1ccb2fca16a54617.jpg","2026-05-06 20:21:14",61
"Mens Fashion","Navy Blue Export Denim Baseball Cap For Men (Denim)","No Brand",222,600,"৳ 222","63% Off",4.55555555555556,45,"307 sold","Raaz","4124","Dhaka",TRUE,"1599433417","327741886","https://www.daraz.com.bd/products/-i327741886.html","https://static-01.daraz.com.bd/p/20b8eb19addecd33f976b11d60ff2603.jpg","2026-05-06 20:21:14",63
"Mens Fashion","BMW Umbrella 16 rib (16K-48 Bones Full auto open & close)","No Brand",689,999,"৳ 689","31% Off",4.68844221105528,199,"868 sold","Inshaf Gallery","700894832735","Chattogram",TRUE,"2552249771","535704548","https://www.daraz.com.bd/products/bmw-16-16k-48-i535704548.html","https://bd-live-21.slatic.net/kf/S22f62ab6b2914a3288bbb3bf18b49ce0O.jpg","2026-05-06 20:21:14",31
"Mens Fashion","6 Hand Width 52"" Height 100% Cotton Attractive Color Mens Lungi Sirajganjs Made - Comfortable to Wear in All Seasons","No Brand",420,899,"৳ 420","53% Off",4.23783783783784,555,"2.4K sold","Made In Sirajganj","700523937021","Rajshahi",TRUE,"1570377031","287565256","https://www.daraz.com.bd/products/6-hand-width-52-height-100-cotton-attractive-color-mens-lungi-sirajganjs-made-comfortable-to-wear-in-all-seasons-i287565256.html","https://bd-live-21.slatic.net/kf/S57d09f6ed2ff434b914eac4a9c843517m.jpg","2026-05-06 20:21:14",53
"Mens Fashion","NY black cap for men baseball style trendy premium quality stylish fashionable 100% export quality","No Brand",80,500,"৳ 80","84% Off",4.64705882352941,68,"428 sold","IP Fashion Zone BD","6124","Dhaka",TRUE,"2523438252","523248698","https://www.daraz.com.bd/products/ny-100-i523248698.html","https://static-01.daraz.com.bd/p/9a1b2c7b8a9684bd9795c2eedf32071c.png","2026-05-06 20:21:14",84
"Mens Fashion","Polyester Silk Pocket Square For Men Suit Accessories (22*22cm)","No Brand",110,145,"৳ 110","24% Off",4.47014925373134,134,"812 sold","Glamourous Stuffs (CTG)","700507734060","Chattogram",TRUE,"1121234960","180066835","https://www.daraz.com.bd/products/-i180066835.html","https://static-01.daraz.com.bd/p/f353bf9a19226474f4289fc07359e4de.jpg","2026-05-06 20:21:14",24
"Mens Fashion","Marshmello Half Sleeve T-Shirt For Men","No Brand",91,210,"৳ 91","57% Off",4.50074962518741,667,"3.6K sold","En Shop  - Choice..Selection","700690144803","Dhaka",TRUE,"2201337763","460141992","https://www.daraz.com.bd/products/marshmello-half-sleeve-t-shirt-for-men-i460141992.html","https://bd-live-21.slatic.net/kf/S4504699bfa74426489f1ec18ec5f602fE.jpg","2026-05-06 20:21:14",57
"Mens Fashion","Mens Black Cap with Red Box Logo | Cap for Men","No Brand",114,330,"৳ 114","65% Off",4.50574712643678,174,"1.1K sold","A-MAN's -  Choice.Selection","700693664483","Dhaka",TRUE,"2361657724","488235260","https://www.daraz.com.bd/products/-i488235260.html","https://bd-live-21.slatic.net/kf/S7cb9c7ffe9b84a7ba3ad296c2b545627G.jpg","2026-05-06 20:21:14",65
"Mens Fashion","Tree T-shirt For men for man in all season","No Brand",91,199,"৳ 91","54% Off",3.75373134328358,268,"2.3K sold","Adventure Fashion BD","700644944531","Dhaka",TRUE,"1672500379","342701025","https://www.daraz.com.bd/products/-i342701025.html","https://static-01.daraz.com.bd/p/f7d00ddd7cd46ebb72709038c843243b.jpg","2026-05-06 20:21:14",54
"Mens Fashion","Mens Black Cap with Tripple Stripe Logo | Cap for Men","No Brand",114,330,"৳ 114","65% Off",4.69169960474308,506,"3.1K sold","A-MAN's -  Choice.Selection","700693664483","Dhaka",TRUE,"2361591940","488103711","https://www.daraz.com.bd/products/-i488103711.html","https://bd-live-21.slatic.net/kf/S0d39f659a55f4b6790a63307d2fd2bddw.jpg","2026-05-06 20:21:14",65
"Mens Fashion","Black Slimfit Polyster Tie for Men","No Brand",65,150,"৳ 65","57% Off",4.18181818181818,11,"130 sold","CLASSIC FASHION BD","1034146","Dhaka",TRUE,"1454258864","318664792","https://www.daraz.com.bd/products/-i318664792.html","https://static-01.daraz.com.bd/p/65af139c342e4e1a2791b476c039de73.jpg","2026-05-06 20:21:14",57
"Mens Fashion","Black Cotton Full Sleeve T-Shirt For Men - A Perfect Casual Wear Wardrobe Staple Suitable for All Seasons - Stay Comfortable Every Day","No Brand",175,499,"৳ 175","65% Off",4.13746223564955,1324,"7.0K sold","A-MAN's","700506417374","Dhaka",TRUE,"1135756589","132922036","https://www.daraz.com.bd/products/black-cotton-full-sleeve-t-shirt-for-men-a-perfect-casual-wear-wardrobe-staple-suitable-for-all-seasons-stay-comfortable-every-day-i132922036.html","https://static-01.daraz.com.bd/p/1200862fdab259e261695433537ed500.jpg","2026-05-06 20:21:14",65
"Mens Fashion","Men's white Premium Solid T-shirt","No Brand",113,300,"৳ 113","62% Off",4.45161290322581,62,"353 sold","Queen Gellary ","700541319738","Dhaka",TRUE,"1430711885","315403211","https://www.daraz.com.bd/products/-i315403211.html","https://bd-live-21.slatic.net/kf/S3343279238404cea9811a8cf7eef1023T.jpg","2026-05-06 20:21:14",62
"Mens Fashion","Fashion Casual Standard Neck Tie.","No Brand",125,220,"৳ 125","43% Off",4.38461538461539,65,"338 sold","suveccha mart","1023970","Dhaka",TRUE,"1104766329","169950507","https://www.daraz.com.bd/products/-i169950507.html","https://static-01.daraz.com.bd/p/a4cd2774bf6f9efc288c0b0507f79c7d.jpg","2026-05-06 20:21:14",43
"Mens Fashion","Men's Casual Round Neck T-Shirt Short Sleeve Solid Color Fashion Top","No Brand",91.37,199,"৳ 91","54% Off",4.28571428571429,63,"615 sold","FR Fashon Shop","700691040327","Dhaka",TRUE,"2078454049","427436163","https://www.daraz.com.bd/products/-i427436163.html","https://static-01.daraz.com.bd/p/b3e2786d07583dec0963ff981a81f967.jpg","2026-05-06 20:21:14",54
"Mens Fashion","1 Jora-Lofarlace/Shoelece/Shoe lace/Bootlace/Jutar fita-White","No Brand",68,250,"৳ 68","73% Off",4.66666666666667,24,"276 sold","Brothers Garments","1031923","Dhaka",TRUE,"1678467842","344108801","https://www.daraz.com.bd/products/1-jora-lofarlaceshoeleceshoe-lacebootlacejutar-fita-white-i344108801.html","https://static-01.daraz.com.bd/p/31f57ec4422fcc80de54a24666fba911.jpg","2026-05-06 20:21:14",73
"Mens Fashion","Exclusive Fashion Short Sleeve T-Shirt For Men - T Shirt - T Shirt","No Brand",175,450,"৳ 175","61% Off",4.38636363636364,44,"248 sold","Wear Classy","700534245506","Dhaka",TRUE,"1466288987","299587489","https://www.daraz.com.bd/products/exclusive-fashion-short-sleeve-t-shirt-for-men-t-shirt-t-shirt-i299587489.html","https://static-01.daraz.com.bd/p/65b6cd55e8c8e495e5fea96bdfeebeab.jpg","2026-05-06 20:21:14",61
"Mens Fashion","Vabsi Ektu Vodro Hobo Printed Casual T-Shirt for Men - Showcase Unique Style in Your Casual and Stylish Fashion","No Brand",91,219,"৳ 91","58% Off",4.45606694560669,238,"2.0K sold","M Khan Express","700646672283","Dhaka",TRUE,"2078227125","345328368","https://www.daraz.com.bd/products/vabsi-ektu-vodro-hobo-i345328368.html","https://static-01.daraz.com.bd/p/76490e4390f38c2d8b813be528b1829d.jpg","2026-05-06 20:21:14",58
"Mens Fashion","Black Slimfit Polyster Tie for Men","No Brand",59.99,150,"৳ 60","60% Off",4.65,60,"346 sold","CLASSIC STOR BD","700508436463","Dhaka",TRUE,"1556942718","216042880","https://www.daraz.com.bd/products/-i216042880.html","https://static-01.daraz.com.bd/p/de023ea7b452f1278c6a588131d70696.jpg","2026-05-06 20:21:14",60
